Customer_ID,Country,Purchase_Frequency,Average_Order_Value,Last_Purchase_Days_Ago,Membership_Level,Total_Spend
147911,UAE,69,1536.73,71,Bronze,106034.37
147912,Japan,77,1566.02,224,Gold,120583.54
147913,India,27,408.4,267,Platinum,11026.8
147914,Germany,2,1719.01,291,Bronze,3438.02
147915,Germany,1,1995.88,260,Gold,1995.88
147916,UK,8,1664.01,219,Silver,13312.08
147917,Germany,10,976.35,349,Bronze,9763.5
147918,UK,92,624.76,123,Silver,57477.92
147919,India,69,277.22,321,Bronze,19128.18
147920,India,66,834.47,160,Silver,55075.02
147921,India,41,554.39,194,Silver,22729.99
147922,UK,48,875.5,95,Silver,42024.0
147923,UAE,81,124.86,119,Silver,10113.66
147924,UAE,48,601.16,9,Bronze,28855.68
147925,Japan,33,1923.11,142,Bronze,63462.63
147926,Japan,89,256.47,114,Bronze,22825.83
147927,UAE,69,166.12,347,Bronze,11462.28
147928,UAE,92,1384.86,277,Bronze,127407.12
147929,Germany,51,1659.9,217,Bronze,84654.9
147930,India,64,211.58,23,Bronze,13541.12
147931,UAE,82,1914.85,61,Bronze,157017.7
147932,USA,23,92.83,242,Silver,2135.09
147933,UAE,52,1754.2,83,Bronze,91218.4
147934,Germany,99,1665.16,46,Silver,164850.84
147935,UAE,82,50000.0,73,Silver,110161.26
147936,Japan,75,1274.72,175,Bronze,95604.0
147937,Japan,43,1571.46,214,Gold,67572.78
147938,India,74,174.35,245,Bronze,12901.9
147939,UK,10,766.64,61,Bronze,7666.4
147940,Germany,73,202.35,306,Bronze,14771.55
147941,UK,77,325.6,314,Silver,25071.2
147942,Japan,87,1661.08,30,Bronze,144513.96
147943,India,1,1409.66,177,Silver,1409.66
147944,Japan,16,746.62,32,Gold,11945.92
147945,India,19,824.16,129,Silver,15659.04
147946,UAE,76,1361.8,61,Bronze,103496.8
147947,USA,5,1284.81,97,Bronze,6424.05
147948,UK,55,985.06,225,Bronze,54178.3
147949,Germany,62,1503.09,328,Silver,93191.58
147950,India,5,435.5,88,Gold,2177.5
147951,UAE,7,617.6,230,Gold,4323.2
147952,UAE,78,148.34,269,Bronze,11570.52
147953,USA,33,1155.84,185,Bronze,38142.72
147954,UAE,6,1523.65,280,Bronze,9141.9
147955,UAE,82,1060.24,230,Silver,86939.68
147956,USA,6,747.21,159,Bronze,4483.26
147957,UK,51,415.25,104,Silver,21177.75
147958,UAE,94,1128.84,52,Silver,106110.96
147959,India,12,292.19,244,Bronze,3506.28
147960,Germany,99,1094.07,109,Bronze,108312.93
147961,Germany,75,387.09,137,Bronze,29031.75
147962,Germany,4,209.26,251,Silver,837.04
147963,Japan,77,1930.68,240,Bronze,148662.36
147964,Japan,1,137.63,20,Gold,137.63
147965,India,52,1766.93,207,Bronze,91880.36
147966,UAE,53,1916.56,263,Silver,101577.68
147967,UAE,93,1393.8,352,Platinum,129623.4
147968,Germany,14,1931.82,215,Bronze,27045.48
147969,USA,21,1520.91,306,Silver,31939.11
147970,UAE,31,376.01,334,Silver,11656.31
147971,Germany,41,1124.67,344,Bronze,46111.47
147972,India,57,1442.67,218,Silver,82232.19
147973,Germany,7,1194.33,152,Bronze,8360.31
147974,UK,61,853.58,183,Bronze,52068.38
147975,Germany,15,673.9,254,Bronze,10108.5
147976,UAE,9,1822.21,273,Silver,16399.89
147977,UAE,93,1698.3,355,Gold,157941.9
147978,USA,60,1713.59,347,Bronze,102815.4
147979,India,56,778.72,141,Bronze,43608.32
147980,India,88,873.29,179,Gold,76849.52
147981,USA,15,1950.95,283,Bronze,29264.25
147982,India,85,1742.76,206,Bronze,148134.6
147983,Germany,88,1339.95,252,Bronze,117915.6
147984,India,7,632.26,157,Bronze,4425.82
147985,Germany,24,740.98,260,Bronze,17783.52
147986,India,57,1420.16,195,Silver,80949.12
147987,UAE,87,105.08,70,Platinum,9141.96
147988,Germany,64,1843.75,166,Bronze,118000.0
147989,Germany,25,644.06,162,Bronze,16101.5
147990,UAE,72,647.41,91,Bronze,46613.52
147991,USA,34,22.32,292,Platinum,758.88
147992,USA,99,1327.54,323,Bronze,131426.46
147993,UAE,54,1048.55,313,Bronze,56621.7
147994,Japan,86,975.72,113,Bronze,83911.92
147995,USA,34,857.61,266,Bronze,29158.74
147996,Germany,28,605.95,259,Bronze,16966.6
147997,Germany,1,858.1,323,Bronze,858.1
147998,India,37,29.8,89,Bronze,1102.6
147999,India,30,612.4,72,Bronze,18372.0
148000,Japan,25,1852.8,76,Bronze,46320.0
148001,Germany,60,1649.02,179,Bronze,98941.2
148002,Japan,2,1269.21,78,Bronze,2538.42
148003,Germany,28,1660.06,362,Platinum,46481.68
148004,USA,48,1093.7,154,Gold,52497.6
148005,India,28,208.62,264,Silver,5841.36
148006,UAE,87,933.27,17,Bronze,81194.49
148007,UAE,24,1849.08,223,Silver,44377.92
148008,Japan,99,50000.0,165,Gold,14691.6
148009,UK,72,1478.28,293,Bronze,106436.16
148010,UAE,18,1405.74,168,Silver,25303.32
148011,Germany,20,660.38,9,Bronze,13207.6
148012,USA,68,1736.05,134,Bronze,118051.4
148013,UK,8,1330.53,78,Silver,10644.24
148014,USA,90,452.12,138,Bronze,40690.8
148015,USA,56,1287.47,191,Gold,72098.32
148016,Germany,61,1658.95,42,Silver,101195.95
148017,USA,39,1756.86,338,Silver,68517.54
148018,Japan,84,50000.0,159,Silver,159605.88
148019,UK,18,115.89,71,Bronze,2086.02
148020,USA,97,332.82,50,Bronze,32283.54
148021,UAE,59,356.87,129,Bronze,21055.33
148022,UAE,18,494.84,173,Silver,8907.12
148023,USA,98,1376.0,254,Bronze,134848.0
148024,India,83,845.52,203,Bronze,70178.16
148025,India,42,258.81,317,Gold,10870.02
148026,Japan,53,1949.99,265,Platinum,103349.47
148027,UAE,33,220.13,11,Silver,7264.29
148028,India,21,1764.32,123,Bronze,37050.72
148029,USA,71,691.01,177,Silver,49061.71
148030,UAE,60,264.15,291,Silver,15849.0
148031,USA,14,123.8,44,Silver,1733.2
148032,UK,33,959.07,173,Bronze,31649.31
148033,UAE,4,839.17,80,Silver,3356.68
148034,India,43,985.78,163,Silver,42388.54
148035,Germany,2,1342.96,169,Silver,2685.92
148036,India,40,557.56,351,Platinum,22302.4
148037,USA,50,23.06,87,Bronze,1153.0
148038,UK,95,1086.81,340,Gold,103246.95
148039,India,63,121.88,351,Bronze,7678.44
148040,UK,49,1638.6,53,Gold,80291.4
148041,India,94,1620.62,14,Silver,152338.28
148042,Japan,64,258.98,158,Bronze,16574.72
148043,USA,50,1906.21,18,Bronze,95310.5
148044,USA,10,817.27,201,Silver,8172.7
148045,Germany,85,1126.93,72,Silver,95789.05
148046,USA,23,1505.66,115,Silver,34630.18
148047,Germany,37,396.5,61,Silver,14670.5
148048,USA,72,41.19,224,Bronze,2965.68
148049,India,10,1481.44,303,Gold,14814.4
148050,India,25,1585.87,177,Bronze,39646.75
148051,Japan,33,1325.95,350,Silver,43756.35
148052,India,17,1251.45,151,Silver,21274.65
148053,UK,24,1806.64,321,Platinum,43359.36
148054,India,49,1768.98,261,Bronze,86680.02
148055,Germany,30,208.41,288,Bronze,6252.3
148056,UAE,65,419.69,249,Bronze,27279.85
148057,Japan,81,1294.08,183,Silver,104820.48
148058,UAE,28,180.21,50,Silver,5045.88
148059,UAE,13,1103.2,322,Bronze,14341.6
148060,UK,57,296.41,160,Gold,16895.37
148061,UK,60,1892.23,3,Silver,113533.8
148062,USA,10,794.17,165,Gold,7941.7
148063,Germany,65,479.25,262,Platinum,31151.25
148064,UAE,84,1516.34,40,Silver,127372.56
148065,India,7,427.01,71,Gold,2989.07
148066,India,60,1714.6,138,Silver,102876.0
148067,USA,63,1656.7,118,Platinum,104372.1
148068,India,96,524.46,4,Bronze,50348.16
148069,UK,85,678.09,75,Bronze,57637.65
148070,India,26,86.85,158,Bronze,2258.1
148071,UAE,71,612.06,339,Silver,43456.26
148072,India,38,343.37,142,Gold,13048.06
148073,UK,54,90.52,320,Bronze,4888.08
148074,Germany,45,1902.73,289,Bronze,85622.85
148075,UAE,58,1885.39,86,Silver,109352.62
148076,Germany,41,1256.57,89,Silver,51519.37
148077,UK,45,938.12,81,Bronze,42215.4
148078,UK,91,948.68,186,Silver,86329.88
148079,UAE,34,1272.66,294,Bronze,43270.44
148080,Japan,76,507.74,86,Bronze,38588.24
148081,Japan,76,1380.47,69,Bronze,104915.72
148082,India,58,72.85,43,Bronze,4225.3
148083,UAE,79,1311.56,273,Bronze,103613.24
148084,UAE,84,1046.86,211,Bronze,87936.24
148085,India,10,1396.8,299,Silver,13968.0
148086,Japan,90,1232.92,231,Bronze,110962.8
148087,India,17,526.68,144,Bronze,8953.56
148088,Germany,74,1084.35,310,Bronze,80241.9
148089,Germany,61,1327.1,35,Silver,80953.1
148090,USA,11,52.06,176,Gold,572.66
148091,Japan,17,1936.84,55,Bronze,32926.28
148092,Germany,75,764.35,315,Gold,57326.25
148093,USA,15,558.55,2,Silver,8378.25
148094,UK,4,1431.46,301,Silver,5725.84
148095,UAE,89,1581.09,315,Gold,140717.01
148096,Germany,53,847.23,288,Bronze,44903.19
148097,USA,47,1218.02,361,Bronze,57246.94
148098,India,95,543.0,336,Silver,51585.0
148099,UAE,46,1410.78,25,Bronze,64895.88
148100,USA,29,50000.0,140,Gold,29144.42
148101,Germany,31,296.2,214,Gold,9182.2
148102,India,73,1646.58,285,Bronze,120200.34
148103,India,48,1801.78,195,Gold,86485.44
148104,USA,56,703.3,199,Silver,39384.8
148105,USA,65,755.21,222,Bronze,49088.65
148106,Germany,3,1548.77,187,Bronze,4646.31
148107,India,4,1715.41,7,Silver,6861.64
148108,Japan,19,1059.25,67,Silver,20125.75
148109,USA,41,1732.39,88,Gold,71027.99
148110,Japan,22,56.32,78,Silver,1239.04
148111,Japan,72,346.34,289,Bronze,24936.48
148112,India,25,1730.38,167,Bronze,43259.5
148113,Germany,4,1350.6,177,Gold,5402.4
148114,Japan,53,1289.01,49,Silver,68317.53
148115,Germany,51,1318.1,209,Gold,67223.1
148116,USA,78,239.42,110,Silver,18674.76
148117,India,5,1731.13,244,Bronze,8655.65
148118,UK,50,213.5,142,Bronze,10675.0
148119,India,50,424.88,3,Bronze,21244.0
148120,UK,59,1482.4,197,Gold,87461.6
148121,UAE,93,493.83,283,Silver,45926.19
148122,USA,21,1611.87,40,Gold,33849.27
148123,Germany,79,1458.42,205,Bronze,115215.18
148124,USA,23,1489.69,4,Gold,34262.87
148125,India,81,857.7,142,Gold,69473.7
148126,UK,3,1126.89,123,Bronze,3380.67
148127,UAE,97,905.43,32,Silver,87826.71
148128,UK,50,1484.47,68,Bronze,74223.5
148129,India,54,260.07,37,Bronze,14043.78
148130,India,91,919.95,143,Gold,83715.45
148131,USA,16,1587.85,320,Silver,25405.6
148132,Japan,6,456.34,70,Bronze,2738.04
148133,UK,41,885.3,195,Platinum,36297.3
148134,India,54,596.26,175,Silver,32198.04
148135,USA,10,905.87,93,Silver,9058.7
148136,Japan,29,119.84,204,Silver,3475.36
148137,Germany,59,960.89,346,Bronze,56692.51
148138,India,81,825.19,308,Bronze,66840.39
148139,Japan,46,1876.27,173,Silver,86308.42
148140,Germany,78,522.83,75,Bronze,40780.74
148141,UAE,12,532.91,259,Silver,6394.92
148142,Germany,29,318.12,266,Bronze,9225.48
148143,USA,78,514.39,232,Silver,40122.42
148144,UK,72,1887.88,144,Silver,135927.36
148145,India,49,1262.42,142,Bronze,61858.58
148146,Japan,40,50.87,326,Gold,2034.8
148147,UAE,81,88.18,201,Silver,7142.58
148148,UAE,43,73.43,182,Bronze,3157.49
148149,Germany,87,521.09,30,Silver,45334.83
148150,UAE,7,133.95,67,Gold,937.65
148151,UK,12,152.8,297,Silver,1833.6
148152,Germany,80,886.87,287,Bronze,70949.6
148153,India,13,35.2,1,Silver,457.6
148154,India,61,52.6,224,Gold,3208.6
148155,UAE,47,1247.29,237,Bronze,58622.63
148156,USA,19,1401.36,172,Silver,26625.84
148157,India,3,1930.36,262,Bronze,5791.08
148158,India,72,977.85,145,Silver,70405.2
148159,India,40,1144.86,101,Silver,45794.4
148160,UK,12,1193.2,164,Gold,14318.4
148161,Japan,31,1501.56,11,Bronze,46548.36
148162,Japan,35,842.29,262,Bronze,29480.15
148163,UAE,84,1970.36,139,Bronze,165510.24
148164,India,92,1007.93,77,Bronze,92729.56
148165,Japan,66,272.8,23,Bronze,18004.8
148166,UAE,27,1500.36,96,Bronze,40509.72
148167,India,3,1048.59,51,Bronze,3145.77
148168,Japan,48,1307.02,248,Silver,62736.96
148169,Japan,21,1037.91,329,Bronze,21796.11
148170,UAE,52,1308.53,283,Silver,68043.56
148171,Germany,7,916.83,64,Silver,6417.81
148172,UAE,51,793.56,293,Gold,40471.56
148173,UK,97,393.95,295,Gold,38213.15
148174,Germany,45,676.82,101,Gold,30456.9
148175,Germany,46,94.37,130,Bronze,4341.02
148176,Japan,33,1001.97,92,Bronze,33065.01
148177,USA,36,872.47,177,Bronze,31408.92
148178,USA,17,248.87,69,Gold,4230.79
148179,UK,6,1133.02,61,Bronze,6798.12
148180,India,21,1787.11,259,Bronze,37529.31
148181,Japan,38,1032.18,105,Bronze,39222.84
148182,UK,34,116.46,78,Bronze,3959.64
148183,Germany,49,843.18,109,Bronze,41315.82
148184,Japan,61,1826.39,183,Silver,111409.79
148185,Germany,58,1905.83,253,Bronze,110538.14
148186,UK,76,1695.18,26,Silver,128833.68
148187,USA,12,873.4,203,Bronze,10480.8
148188,UK,18,771.13,25,Silver,13880.34
148189,UAE,62,588.14,119,Silver,36464.68
148190,Japan,6,303.41,282,Gold,1820.46
148191,Japan,77,1803.44,175,Bronze,138864.88
148192,India,95,1364.32,335,Bronze,129610.4
148193,USA,89,1647.14,228,Bronze,146595.46
148194,Japan,48,217.4,205,Bronze,10435.2
148195,USA,88,359.85,287,Bronze,31666.8
148196,Japan,11,88.56,107,Bronze,974.16
148197,USA,33,903.78,19,Gold,29824.74
148198,UAE,21,881.16,140,Platinum,18504.36
148199,UK,24,1670.16,356,Gold,40083.84
148200,USA,55,78.22,356,Bronze,4302.1
148201,Germany,49,1043.23,290,Bronze,51118.27
148202,UAE,84,1487.12,38,Gold,124918.08
148203,UK,9,1283.47,178,Bronze,11551.23
148204,Japan,95,1929.69,186,Bronze,183320.55
148205,Japan,92,1762.7,132,Bronze,162168.4
148206,India,38,362.21,264,Bronze,13763.98
148207,UAE,5,796.72,5,Silver,3983.6
148208,Germany,41,1498.63,296,Bronze,61443.83
148209,UAE,34,854.29,110,Gold,29045.86
148210,India,74,857.17,349,Bronze,63430.58
148211,UAE,96,441.38,348,Bronze,42372.48
148212,UK,63,348.72,150,Bronze,21969.36
148213,India,17,1321.09,243,Silver,22458.53
148214,UK,53,1976.23,277,Gold,104740.19
148215,India,36,1857.47,84,Gold,66868.92
148216,USA,36,1735.88,197,Bronze,62491.68
148217,UK,13,1961.87,254,Bronze,25504.31
148218,UK,20,378.38,213,Bronze,7567.6
148219,USA,51,876.13,246,Bronze,44682.63
148220,USA,83,296.86,318,Silver,24639.38
148221,Germany,86,961.89,45,Bronze,82722.54
148222,USA,16,189.52,38,Bronze,3032.32
148223,India,6,1361.87,145,Platinum,8171.22
148224,USA,75,902.43,221,Bronze,67682.25
148225,USA,10,1747.55,160,Bronze,17475.5
148226,UK,31,477.45,325,Silver,14800.95
148227,UK,18,800.23,164,Bronze,14404.14
148228,UAE,96,22.59,323,Silver,2168.64
148229,USA,41,942.75,164,Bronze,38652.75
148230,Germany,47,184.84,112,Bronze,8687.48
148231,UK,24,1865.3,96,Silver,44767.2
148232,India,80,1904.11,357,Bronze,152328.8
148233,UAE,93,1117.12,254,Gold,103892.16
148234,India,89,885.44,161,Gold,78804.16
148235,USA,89,961.76,73,Bronze,85596.64
148236,USA,40,706.71,318,Bronze,28268.4
148237,Germany,45,885.14,77,Silver,39831.3
148238,USA,83,1012.44,333,Silver,84032.52
148239,UAE,74,1925.51,251,Bronze,142487.74
148240,Japan,1,812.64,198,Bronze,812.64
148241,Japan,27,1509.09,207,Bronze,40745.43
148242,USA,22,1469.88,120,Silver,32337.36
148243,UAE,28,1919.16,196,Bronze,53736.48
148244,Japan,48,120.28,27,Bronze,5773.44
148245,India,35,192.25,295,Bronze,6728.75
148246,UAE,3,1160.39,185,Platinum,3481.17
148247,UAE,38,964.13,134,Bronze,36636.94
148248,USA,90,1244.32,47,Silver,111988.8
148249,India,44,1076.53,179,Bronze,47367.32
148250,India,5,1535.01,314,Bronze,7675.05
148251,Japan,74,1780.26,269,Bronze,131739.24
148252,Germany,7,50000.0,336,Bronze,7533.33
148253,India,94,196.43,186,Gold,18464.42
148254,Japan,89,236.2,173,Bronze,21021.8
148255,Germany,42,462.7,178,Silver,19433.4
148256,UAE,98,1724.24,360,Silver,168975.52
148257,Japan,57,1167.83,1,Gold,66566.31
148258,Japan,85,765.49,162,Bronze,65066.65
148259,USA,29,737.65,348,Bronze,21391.85
148260,UAE,81,141.2,346,Silver,11437.2
148261,UAE,63,570.69,37,Bronze,35953.47
148262,UK,36,732.88,153,Bronze,26383.68
148263,Germany,40,189.78,198,Bronze,7591.2
148264,Japan,21,844.38,275,Bronze,17731.98
148265,India,98,790.0,100,Bronze,77420.0
148266,India,53,1903.67,234,Bronze,100894.51
148267,UK,16,957.71,161,Bronze,15323.36
148268,Germany,46,1324.89,113,Bronze,60944.94
148269,USA,9,1760.77,172,Bronze,15846.93
148270,Germany,3,1770.08,120,Gold,5310.24
148271,India,23,1244.74,179,Silver,28629.02
148272,India,13,1050.92,16,Bronze,13661.96
148273,USA,38,655.03,15,Bronze,24891.14
148274,USA,34,915.24,239,Bronze,31118.16
148275,India,94,167.09,302,Bronze,15706.46
148276,Japan,26,345.3,1,Platinum,8977.8
148277,Japan,32,760.75,120,Gold,24344.0
148278,USA,20,65.86,23,Bronze,1317.2
148279,UAE,46,1437.87,346,Gold,66142.02
148280,Japan,55,1185.49,216,Bronze,65201.95
148281,USA,9,1713.59,67,Bronze,15422.31
148282,Germany,51,351.56,9,Bronze,17929.56
148283,Germany,57,1865.57,277,Bronze,106337.49
148284,Germany,80,1805.65,337,Silver,144452.0
148285,USA,45,1084.41,361,Silver,48798.45
148286,USA,38,746.29,309,Silver,28359.02
148287,Japan,68,1734.65,284,Bronze,117956.2
148288,Japan,12,1883.22,275,Silver,22598.64
148289,Japan,90,340.28,352,Bronze,30625.2
148290,UK,10,1164.85,170,Bronze,11648.5
148291,USA,80,1016.13,189,Gold,81290.4
148292,UAE,65,1081.91,127,Bronze,70324.15
148293,Germany,12,156.97,80,Bronze,1883.64
148294,Germany,52,775.98,164,Platinum,40350.96
148295,UK,51,315.04,234,Gold,16067.04
148296,UK,86,1746.97,88,Silver,150239.42
148297,Germany,64,919.0,68,Platinum,58816.0
148298,USA,57,1678.14,361,Bronze,95653.98
148299,Germany,93,450.5,75,Bronze,41896.5
148300,Germany,19,1731.71,16,Bronze,32902.49
148301,UAE,30,296.04,124,Silver,8881.2
148302,UK,92,325.19,180,Gold,29917.48
148303,UK,85,1975.69,91,Gold,167933.65
148304,Japan,82,76.99,82,Bronze,6313.18
148305,UK,24,82.42,16,Silver,1978.08
148306,UAE,26,228.3,269,Platinum,5935.8
148307,UAE,36,394.34,34,Silver,14196.24
148308,Germany,56,155.61,72,Gold,8714.16
148309,UAE,80,1902.11,233,Silver,152168.8
148310,Japan,58,617.1,160,Bronze,35791.8
148311,Germany,32,1931.37,226,Gold,61803.84
148312,USA,2,1755.35,6,Gold,3510.7
148313,USA,73,1535.63,24,Bronze,112100.99
148314,UK,82,73.49,70,Bronze,6026.18
148315,Japan,49,1460.24,47,Silver,71551.76
148316,UAE,46,767.39,279,Bronze,35299.94
148317,India,83,1753.05,355,Bronze,145503.15
148318,USA,55,1113.5,248,Gold,61242.5
148319,UAE,12,480.53,137,Bronze,5766.36
148320,USA,77,50000.0,188,Bronze,94003.14
148321,USA,63,1070.85,327,Bronze,67463.55
148322,USA,35,1390.61,51,Gold,48671.35
148323,UK,74,522.21,33,Bronze,38643.54
148324,Japan,22,1979.82,197,Bronze,43556.04
148325,USA,10,1345.57,287,Bronze,13455.7
148326,UAE,50,50000.0,213,Silver,39192.5
148327,UAE,35,1186.92,159,Silver,41542.2
148328,UK,16,827.45,209,Bronze,13239.2
148329,Japan,36,1734.96,53,Bronze,62458.56
148330,Japan,61,1882.66,7,Bronze,114842.26
148331,India,75,1819.29,339,Silver,136446.75
148332,Germany,17,867.8,205,Bronze,14752.6
148333,USA,89,450.71,276,Bronze,40113.19
148334,UK,1,1219.39,199,Bronze,1219.39
148335,Japan,12,1133.97,242,Silver,13607.64
148336,India,3,146.72,76,Bronze,440.16
148337,Germany,73,1704.12,281,Bronze,124400.76
148338,Japan,83,94.5,355,Silver,7843.5
148339,Japan,19,90.51,85,Bronze,1719.69
148340,USA,84,1474.47,209,Silver,123855.48
148341,Germany,75,1888.16,298,Silver,141612.0
148342,Germany,88,1402.34,242,Silver,123405.92
148343,UK,22,1569.5,266,Bronze,34529.0
148344,India,1,1836.17,334,Bronze,1836.17
148345,UAE,53,664.56,187,Platinum,35221.68
148346,UK,44,1238.0,242,Bronze,54472.0
148347,India,10,730.58,148,Bronze,7305.8
148348,UK,75,1579.08,158,Bronze,118431.0
148349,India,8,1597.18,3,Bronze,12777.44
148350,UAE,17,982.51,64,Silver,16702.67
148351,USA,70,1540.94,268,Bronze,107865.8
148352,India,7,790.71,310,Silver,5534.97
148353,UAE,63,1367.34,270,Silver,86142.42
148354,UK,95,639.04,296,Silver,60708.8
148355,Germany,37,268.39,227,Platinum,9930.43
148356,Japan,68,1655.42,188,Bronze,112568.56
148357,UAE,64,85.65,175,Bronze,5481.6
148358,UAE,7,969.26,108,Bronze,6784.82
148359,UAE,16,1913.45,165,Bronze,30615.2
148360,India,89,22.02,194,Silver,1959.78
148361,India,99,1871.79,76,Bronze,185307.21
148362,Germany,14,196.52,282,Bronze,2751.28
148363,USA,36,1155.72,187,Silver,41605.92
148364,UK,73,890.58,18,Silver,65012.34
148365,USA,11,410.46,191,Bronze,4515.06
148366,India,1,1426.11,230,Bronze,1426.11
148367,India,9,601.68,105,Bronze,5415.12
148368,UAE,25,1497.29,163,Bronze,37432.25
148369,UAE,15,800.12,50,Silver,12001.8
148370,USA,58,104.2,91,Bronze,6043.6
148371,UK,24,873.32,16,Bronze,20959.68
148372,India,72,1311.74,278,Gold,94445.28
148373,India,93,261.63,118,Silver,24331.59
148374,USA,71,1652.47,206,Gold,117325.37
148375,Japan,46,1213.42,337,Gold,55817.32
148376,UAE,18,1811.43,303,Silver,32605.74
148377,Germany,67,1839.73,244,Bronze,123261.91
148378,India,63,1931.95,216,Bronze,121712.85
148379,UK,24,873.5,38,Bronze,20964.0
148380,Japan,84,682.03,65,Bronze,57290.52
148381,USA,31,1701.22,125,Bronze,52737.82
148382,USA,90,1337.58,25,Bronze,120382.2
148383,UK,38,734.49,162,Bronze,27910.62
148384,UAE,43,1792.02,236,Bronze,77056.86
148385,UAE,8,529.26,327,Silver,4234.08
148386,Japan,96,1821.78,149,Gold,174890.88
148387,UK,72,1607.71,258,Silver,115755.12
148388,India,5,836.16,122,Bronze,4180.8
148389,Japan,80,728.42,13,Bronze,58273.6
148390,Germany,27,1767.82,80,Gold,47731.14
148391,Germany,63,980.69,352,Silver,61783.47
148392,UK,65,1539.24,156,Bronze,100050.6
148393,Germany,63,1297.11,59,Silver,81717.93
148394,UK,5,370.84,229,Bronze,1854.2
148395,India,67,1805.52,137,Silver,120969.84
148396,UAE,52,1245.59,252,Bronze,64770.68
148397,India,81,665.48,252,Silver,53903.88
148398,UK,97,50000.0,38,Bronze,71322.16
148399,India,83,487.82,233,Gold,40489.06
148400,Germany,4,1184.63,227,Bronze,4738.52
148401,India,77,390.48,276,Bronze,30066.96
148402,Germany,51,734.65,32,Bronze,37467.15
148403,UAE,43,50000.0,119,Gold,80854.62
148404,UAE,55,107.05,176,Silver,5887.75
148405,Germany,90,1447.64,223,Bronze,130287.6
148406,USA,41,286.33,268,Silver,11739.53
148407,India,31,736.85,35,Silver,22842.35
148408,India,35,1155.76,268,Silver,40451.6
148409,UK,80,1966.49,129,Bronze,157319.2
148410,UK,57,654.1,129,Bronze,37283.7
148411,Japan,24,398.73,92,Bronze,9569.52
148412,Germany,53,1259.16,29,Gold,66735.48
148413,UAE,30,961.72,33,Bronze,28851.6
148414,UAE,81,536.15,163,Platinum,43428.15
148415,USA,77,1469.32,38,Bronze,113137.64
148416,Germany,7,1557.99,55,Bronze,10905.93
148417,India,9,1470.95,118,Platinum,13238.55
148418,Japan,21,1671.39,318,Bronze,35099.19
148419,Germany,30,1365.33,51,Silver,40959.9
148420,Japan,22,1373.43,155,Bronze,30215.46
148421,Germany,47,899.03,211,Gold,42254.41
148422,India,62,1167.34,139,Bronze,72375.08
148423,India,31,1370.36,271,Silver,42481.16
148424,Germany,4,1049.95,45,Bronze,4199.8
148425,UAE,10,1382.15,119,Silver,13821.5
148426,UAE,30,1769.0,193,Gold,53070.0
148427,USA,94,867.16,91,Silver,81513.04
148428,India,7,893.68,15,Platinum,6255.76
148429,UK,15,1558.47,220,Gold,23377.05
148430,USA,19,645.45,74,Bronze,12263.55
148431,Germany,74,172.63,218,Bronze,12774.62
148432,USA,39,777.34,364,Silver,30316.26
148433,UK,91,1037.41,1,Bronze,94404.31
148434,India,3,572.23,108,Bronze,1716.69
148435,India,99,1354.48,166,Gold,134093.52
148436,UAE,52,1084.41,141,Bronze,56389.32
148437,India,82,613.51,237,Bronze,50307.82
148438,UAE,88,359.26,344,Platinum,31614.88
148439,UK,13,1470.56,210,Bronze,19117.28
148440,USA,44,22.07,147,Bronze,971.08
148441,Germany,81,745.27,95,Silver,60366.87
148442,Germany,17,641.34,85,Gold,10902.78
148443,USA,75,261.52,141,Bronze,19614.0
148444,India,17,1924.68,336,Silver,32719.56
148445,UAE,52,670.75,186,Silver,34879.0
148446,Germany,49,1704.17,177,Bronze,83504.33
148447,India,83,930.69,107,Bronze,77247.27
148448,Japan,71,1172.26,225,Gold,83230.46
148449,Japan,19,1195.98,73,Platinum,22723.62
148450,Germany,34,1127.4,85,Silver,38331.6
148451,USA,93,1879.71,144,Bronze,174813.03
148452,USA,30,1173.14,226,Silver,35194.2
148453,USA,29,1983.8,184,Bronze,57530.2
148454,India,48,708.99,248,Silver,34031.52
148455,Japan,8,1247.7,161,Bronze,9981.6
148456,India,68,1891.44,213,Bronze,128617.92
148457,UK,92,1352.55,173,Bronze,124434.6
148458,UK,52,518.58,231,Bronze,26966.16
148459,Germany,75,1677.9,98,Silver,125842.5
148460,UK,82,1059.28,43,Silver,86860.96
148461,USA,85,1460.33,191,Bronze,124128.05
148462,Germany,58,71.89,228,Bronze,4169.62
148463,Japan,61,809.95,153,Bronze,49406.95
148464,UAE,40,1286.93,85,Gold,51477.2
148465,Japan,96,1359.3,38,Bronze,130492.8
148466,UK,17,1084.4,281,Bronze,18434.8
148467,UK,98,100.33,248,Bronze,9832.34
148468,Japan,81,1604.97,117,Gold,130002.57
148469,UK,15,1269.24,177,Gold,19038.6
148470,UK,84,209.87,231,Bronze,17629.08
148471,India,11,1731.94,295,Bronze,19051.34
148472,UAE,83,1254.91,44,Bronze,104157.53
148473,UAE,96,1697.7,295,Bronze,162979.2
148474,Japan,88,1671.19,29,Silver,147064.72
148475,Japan,70,1390.33,51,Bronze,97323.1
148476,UK,82,587.28,143,Bronze,48156.96
148477,USA,48,1548.95,105,Bronze,74349.6
148478,India,13,670.68,55,Bronze,8718.84
148479,USA,26,695.71,118,Silver,18088.46
148480,UK,8,1340.75,349,Bronze,10726.0
148481,Japan,26,1813.0,296,Silver,47138.0
148482,USA,14,903.71,290,Bronze,12651.94
